@relation 'stateData-weka.filters.unsupervised.attribute.Remove-R1,24-weka.filters.supervised.instance.Resample-B0.01-S1-Z100.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute living_ghost1 {True,False}
@attribute living_ghost2 {True,False}
@attribute living_ghost3 {True,False}
@attribute living_ghost4 {True,False}
@attribute ghost_posX1 numeric
@attribute ghost_posY1 numeric
@attribute ghost_posX2 numeric
@attribute ghost_posY2 numeric
@attribute ghost_posX3 numeric
@attribute ghost_posY3 numeric
@attribute ghost_posX4 numeric
@attribute ghost_posY4 numeric
@attribute ghost_dir1 {North,South,West,East,Stop}
@attribute ghost_dir2 {North,South,West,East,Stop}
@attribute ghost_dir3 {North,South,West,East,Stop}
@attribute ghost_dir4 {North,South,West,East,Stop}
@attribute ghost_dist1 numeric
@attribute ghost_dist2 numeric
@attribute ghost_dist3 numeric
@attribute ghost_dist4 numeric
@attribute dot_dist numeric
@attribute score numeric
@attribute pacman_posX numeric
@attribute pacman_posY numeric
@attribute pacman_dir {North,South,West,East,Stop}
@attribute pacman_action {North,South,West,East,Stop}

@data
True,True,True,True,0.222222,0.818182,0.8,0.384615,0.625,0.5,0.952381,0.714286,North,East,North,West,0.263158,0.576923,0.8,0.666667,0,0.02623,0,0.6,South,South
True,True,True,True,0,0.181818,0.1,0.153846,0.083333,0.8,0.095238,0.357143,Stop,Stop,Stop,Stop,0.368421,0.307692,0.166667,0.25,0,0.013115,0,0.4,South,South
True,True,True,False,0.888889,0.727273,0.2,0.923077,0.375,0.4,0.142857,0,East,North,East,Stop,0.421053,0.384615,0.3,0,0.647059,0.345902,0.44,0.666667,West,South
True,True,True,True,0.333333,0.818182,0.9,0.307692,0.583333,0.5,1,0.642857,North,North,West,North,0.578947,0.846154,0.933333,0.888889,0,0.034426,0,0.933333,South,South
True,True,True,True,0.444444,0.181818,0.3,0.307692,0.041667,0.6,0.095238,0.5,East,North,South,West,0.421053,0.192308,0.166667,0.194444,0,0.011475,0,0.2,South,South
False,True,True,True,0,0,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0,0.423077,0.466667,0.583333,0,0.329508,0.2,0.333333,South,South
True,False,True,True,0.444444,0.272727,0.2,0,0.041667,0.6,0.190476,0.357143,East,Stop,East,West,0.315789,0,0.066667,0.166667,0,0.321311,0.08,0.266667,South,South
False,False,True,True,0,0,0.2,0,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0,0,0.233333,0.388889,0,0.609836,0.52,0.4,South,South
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.578947,0,0,0.277778,0.352941,0.670492,0.36,0.533333,East,South
True,True,True,True,0.333333,0.727273,0.9,0.230769,0.625,0.5,1,0.571429,West,North,West,North,0.684211,0.923077,1,0.916667,0,0.036066,0,1,Stop,South
True,False,False,False,0.555556,0.454545,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.105263,0,0,0,0,0.965574,0.2,0.266667,East,South
True,True,True,True,0.444444,0.727273,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0.368421,0.730769,0.733333,0.805556,0,0.02459,0,0.533333,South,South
True,True,True,True,0,0.181818,0.1,0.153846,0.083333,0.8,0.095238,0.357143,Stop,Stop,Stop,Stop,0.263158,0.230769,0.233333,0.194444,0,0.009836,0,0.266667,South,South
True,True,True,True,0,0.181818,0.1,0.153846,0.083333,0.8,0.095238,0.357143,Stop,Stop,Stop,Stop,0.736842,0.576923,0.4,0.444444,0,0.02459,0,0.866667,South,South
True,False,False,False,0.555556,0.363636,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.526316,0,0,0,0.294118,0.983607,0.52,0.2,South,South
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.526316,0,0,0.25,0.294118,0.668852,0.36,0.466667,South,South
True,True,True,False,0.777778,0.727273,0.4,1,0.416667,0.3,0.142857,0,North,North,South,Stop,0.315789,0.461538,0.266667,0,0.470588,0.340984,0.44,0.466667,South,South
True,True,True,False,0.888889,0.727273,0.2,0.923077,0.375,0.4,0.142857,0,East,North,East,Stop,0.421053,0.384615,0.3,0,0.647059,0.345902,0.44,0.666667,West,South
False,False,True,False,0,0,0.2,0,0.958333,0.4,0.142857,0,Stop,Stop,Stop,Stop,0,0,0.066667,0,0,0.9,1,0.2,South,South
False,True,True,True,0,0,0.7,0.384615,0.583333,0.3,0.857143,0.642857,Stop,North,West,West,0,0.153846,0.5,0.527778,0,0.318033,0.2,0.266667,South,South
True,True,True,True,0.444444,0.727273,1,0.153846,0.583333,0.5,1,0.428571,Stop,Stop,Stop,Stop,0.526316,0.846154,0.833333,0.888889,0,0.029508,0,0.733333,South,South
False,True,True,True,0,0,0.7,0.384615,0.666667,0.3,0.904762,0.571429,Stop,West,South,North,0,0.230769,0.633333,0.527778,0,0.321311,0.2,0.4,South,South
False,True,True,True,0,0,0.7,0.384615,0.666667,0.4,0.952381,0.571429,Stop,West,East,West,0,0.269231,0.633333,0.527778,0,0.322951,0.2,0.466667,East,South
True,True,True,True,0.222222,0.818182,0.9,0.384615,0.666667,0.5,0.904762,0.714286,North,East,East,West,0.210526,0.576923,0.8,0.638889,0,0.02459,0,0.533333,South,South
True,True,True,True,0.222222,0.272727,0.2,0.307692,0.083333,0.7,0,0.571429,West,East,West,North,0.789474,0.538462,0.433333,0.305556,0,0.027869,0,0.866667,South,South
