@RELATION  stateData

@ATTRIBUTE living_pacman {False}
@ATTRIBUTE living_ghost1 {True, False}
@ATTRIBUTE living_ghost2 {True, False}
@ATTRIBUTE living_ghost3 {True, False}
@ATTRIBUTE living_ghost4 {True, False}
@ATTRIBUTE ghost_pos1 numeric
@ATTRIBUTE ghost_pos2 numeric
@ATTRIBUTE ghost_pos3 numeric
@ATTRIBUTE ghost_pos4 numeric
@ATTRIBUTE ghost_pos5 numeric
@ATTRIBUTE ghost_pos6 numeric
@ATTRIBUTE ghost_pos7 numeric
@ATTRIBUTE ghost_pos8 numeric
@ATTRIBUTE ghost_dir1 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dir2 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dir3 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dir4 {North, South, West, East, Stop}
@ATTRIBUTE ghost_dist1 numeric
@ATTRIBUTE ghost_dist2 numeric
@ATTRIBUTE ghost_dist3 numeric
@ATTRIBUTE ghost_dist4 numeric
@ATTRIBUTE dot_dist numeric
@ATTRIBUTE score numeric
@ATTRIBUTE pacman_posX numeric
@ATTRIBUTE pacman_posY numeric
@ATTRIBUTE nextScore numeric

@ATTRIBUTE pacman_dir {North, South, West, East, Stop}

@DATA
False,True,True,False,True,8,4,6,7,5,1,15,4,North,West,Stop,East,9,8,-1,13,5,189,10,11,188,South
False,True,True,False,True,9,4,5,7,5,1,16,4,East,West,Stop,East,7,8,-1,12,4,188,10,10,187,South
False,True,True,False,True,10,4,6,7,5,1,16,4,East,East,Stop,South,5,6,-1,12,3,187,10,9,186,West
False,True,True,False,True,11,4,6,8,5,1,16,3,East,North,Stop,East,7,4,-1,14,4,186,9,9,185,West
False,True,True,False,True,11,4,6,7,5,1,17,3,East,South,Stop,East,8,4,-1,16,5,185,8,9,184,West
False,True,True,False,True,11,5,7,7,5,1,18,3,North,East,Stop,West,8,2,-1,16,6,184,7,9,183,West
False,True,True,False,True,12,5,7,7,5,1,17,3,East,East,Stop,West,10,3,-1,16,7,183,6,9,182,South
False,True,True,False,True,11,5,8,7,5,1,16,3,West,East,Stop,North,8,3,-1,14,6,182,6,8,181,East
False,True,True,False,True,12,5,7,7,5,1,16,4,East,West,Stop,East,8,1,-1,14,5,181,7,8,380,East
False,True,True,False,True,13,5,7,7,5,1,17,4,East,West,Stop,East,8,2,-1,14,4,180,8,8,179,South
False,True,True,False,True,13,5,7,7,5,1,18,4,East,Stop,Stop,South,7,1,-1,14,3,179,8,7,378,West
False,True,False,False,True,13,5,3,1,5,1,18,3,East,Stop,Stop,South,8,-1,-1,15,4,378,7,7,377,West
False,True,False,False,True,13,5,3,1,5,1,18,3,East,Stop,Stop,North,9,-1,-1,15,5,377,6,7,376,East
False,True,False,False,True,14,5,3,1,5,1,18,4,East,Stop,Stop,North,9,-1,-1,14,4,376,7,7,375,East
False,True,False,False,True,14,4,3,1,5,1,18,4,South,Stop,Stop,North,9,-1,-1,13,3,375,8,7,374,East
False,True,False,False,True,14,4,3,1,5,1,18,4,South,Stop,Stop,North,8,-1,-1,12,2,374,9,7,373,South
False,True,False,False,True,15,4,3,1,5,1,18,4,East,Stop,Stop,South,8,-1,-1,12,1,373,9,6,472,South
False,True,False,False,True,14,4,3,1,5,1,18,3,West,Stop,Stop,North,6,-1,-1,10,2,372,9,5,371,East
