@relation stateData-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute living_ghost1 {True,False}
@attribute living_ghost2 {True,False}
@attribute living_ghost3 {True,False}
@attribute living_ghost4 {True,False}
@attribute ghost_posX1 numeric
@attribute ghost_posY1 numeric
@attribute ghost_posX2 numeric
@attribute ghost_posY2 numeric
@attribute ghost_posX3 numeric
@attribute ghost_posY3 numeric
@attribute ghost_posX4 numeric
@attribute ghost_posY4 numeric
@attribute ghost_dir1 {North,South,West,East,Stop}
@attribute ghost_dir2 {North,South,West,East,Stop}
@attribute ghost_dir3 {North,South,West,East,Stop}
@attribute ghost_dir4 {North,South,West,East,Stop}
@attribute ghost_dist1 numeric
@attribute ghost_dist2 numeric
@attribute ghost_dist3 numeric
@attribute ghost_dist4 numeric
@attribute dot_dist numeric
@attribute score numeric
@attribute nextScore numeric
@attribute pacman_posX numeric
@attribute pacman_posY numeric
@attribute pacman_dir {North,South,West,East,Stop}
@attribute pacman_action {North,South,West,East,Stop}

@data
True,False,False,True,0.555556,0.363636,0.2,0,0.083333,0,0.47619,0.357143,Stop,Stop,Stop,Stop,0.578947,0,0,0.055556,0.235294,0.657377,0.753769,0.52,0.266667,East,South
True,False,False,False,0.555556,0.363636,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.526316,0,0,0,0.294118,0.983607,0.752513,0.52,0.2,South,South
True,False,False,False,0.555556,0.363636,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.473684,0,0,0,0.352941,0.981967,0.751256,0.52,0.133333,South,West
True,False,False,False,0.555556,0.363636,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.421053,0,0,0,0.294118,0.980328,0.75,0.48,0.133333,West,West
True,False,False,False,0.555556,0.363636,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.368421,0,0,0,0.235294,0.978689,0.748744,0.44,0.133333,West,West
True,False,False,False,0.555556,0.363636,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.315789,0,0,0,0.176471,0.977049,0.747487,0.4,0.133333,West,West
True,False,False,False,0.555556,0.363636,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.263158,0,0,0,0.117647,0.97541,0.871859,0.36,0.133333,West,West
True,False,False,False,0.555556,0.363636,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.210526,0,0,0,0.176471,0.97377,0.744975,0.32,0.133333,West,West
True,False,False,False,0.555556,0.363636,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.157895,0,0,0,0.235294,0.972131,0.743719,0.28,0.133333,West,West
True,False,False,False,0.555556,0.363636,0.2,0,0.083333,0,0.142857,0,Stop,Stop,Stop,Stop,0.105263,0,0,0,0.294118,0.970492,0.993719,0.24,0.133333,West,West
True,True,True,True,0.555556,0.363636,0.5,0.615385,0.208333,1,0.47619,0.357143,Stop,Stop,Stop,Stop,0.631579,0.307692,0.258065,0.527778,0.882353,0.040984,0.030151,0,0.533333,Stop,Stop
True,True,True,True,0.555556,0.363636,0.5,0.538462,0.166667,1,0.47619,0.357143,Stop,South,West,North,0.631579,0.346154,0.225806,0.5,0.882353,0.039344,0.028894,0,0.533333,Stop,Stop
True,True,True,True,0.555556,0.363636,0.5,0.461538,0.166667,1,0.47619,0.428571,Stop,South,West,North,0.631579,0.384615,0.225806,0.5,0.882353,0.037705,0.027638,0,0.533333,Stop,East
True,True,True,True,0.555556,0.363636,0.5,0.461538,0.208333,1,0.47619,0.428571,Stop,South,East,West,0.578947,0.346154,0.225806,0.444444,0.823529,0.036066,0.026382,0.04,0.533333,East,East
True,True,True,True,0.666667,0.363636,0.5,0.538462,0.166667,1,0.428571,0.428571,East,North,West,North,0.578947,0.269231,0.16129,0.388889,0.764706,0.034426,0.025126,0.08,0.533333,East,East
True,True,True,True,0.666667,0.363636,0.6,0.538462,0.125,1,0.428571,0.5,East,East,West,West,0.526316,0.269231,0.096774,0.333333,0.705882,0.032787,0.023869,0.12,0.533333,East,East
True,True,True,True,0.777778,0.363636,0.6,0.538462,0.166667,1,0.380952,0.5,East,East,East,West,0.526316,0.230769,0.096774,0.305556,0.647059,0.031148,0.022613,0.16,0.533333,East,East
